codigo_fornecedor,classificacao,conta_codigo_reduzido,conta_descricao
2928,4.02.03.01.0032,40203010032,MATERIAIS PARA MANUTENÇÕES DIVERSAS
2928,4.01.02.02.0116,40102020116,MANUTENÇÃO DA LAVADORA DE ALTA PRESSÃO
2928,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
2928,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2928,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2928,4.01.02.02.0157,40102020157,LAUDOS PERICIAIS REFORMA DA CALÇADA
2928,4.02.03.06.0106,40203060106,REFORMA DA QUADRA DE ESPORTES - MÃO DE OBRA
2928,4.01.02.02.0106,40102020106,MANUTENÇÃO DE CALHAS E RUFOS
2928,4.01.02.02.0109,40102020109,RETIRADA DE ENTULHOS
2928,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
2928,4.01.02.02.0030,40102020030,REPARO DE VAZAMENTO DE GÁS
2928,4.02.01.02.0017,40201020017,LEMBRANÇA DE NATAL PARA COLABORADORES
2928,4.02.03.06.0073,40203060073,PINTURA DO PRÉDIO - MATERIAIS
2928,4.01.02.02.0021,40102020021,SERVIÇOS CHAVEIRO
2928,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
2928,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2928,4.01.03.01.0017,40103010017,DESPESA NÃO IDENTIFICADA
2928,4.02.01.02.0048,40201020048,AQUISIÇÃO DE EQUIPAMENTOS PARA ACADEMIA
2928,4.02.01.02.0046,40201020046,CUSTAS JUDICIAIS
2928,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
0690,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0690,4.02.03.07.0001,40203070001,13º SALÁRIOS
0690,4.02.03.07.0003,40203070003,FÉRIAS
0690,4.02.03.07.0005,40203070005,RESCISÃO DE CONTRATO DE TRABALHO
3459,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
3499,4.02.03.05.0007,40203050007,RESTAURAÇÃO DO JARDIM EM FRENTE AO PRÉDIO
0780,4.01.04.01.0004,40104010004,TRATAMENTO E LIMPEZA DA PISCINA
3046,4.01.02.02.0165,40102020165,MANUTENÇÃO NO VENTILADOR DA PORTARIA
2403,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
2403,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0773,4.01.01.01.0015,40101010015,AUXILIO ALIMENTAÇÃO REF. EMPREGADOS
0773,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
1862,4.01.02.02.0139,40102020139,VISTORIA ANUAL DO PARA-RAIOS
1862,4.02.03.11.0021,40203110021,VISTORIA ANUAL DO PARA-RAIOS
3497,4.02.03.01.0001,40203010001,AQUISIÇÃO DE UTENSILIOS PARA O SALÃO DE FESTAS
2959,4.02.03.01.0065,40203010065,CONFECÇÃO DE TOALHA DE MESA PARA O SALÃO DE FESTAS
1675,4.02.03.01.0047,40203010047,AQUISIÇÃO DE EQUIPAMENTOS PARA ACADEMIA
2042,4.02.03.01.0005,40203010005,AQUISIÇÃO DE GÁS PARA O SALÃO DE FESTAS
2095,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2095,4.02.03.06.0076,40203060076,REFORMA DA FACHADA DO CONDOMÍNIO - OUTROS
2095,4.02.01.02.0042,40201020042,LOCAÇÃO DE EQUIPAMENTOS
2095,4.02.03.06.0118,40203060118,OBRA NA GARAGEM DO BLOCO 10
1166,4.01.02.01.0009,40102010009,SERVIÇOS CARTORÁRIOS E REGISTROS
1166,4.02.03.11.0020,40203110020,SERVIÇOS DE CARTÓRIOS E REGISTROS
2350,4.02.03.08.0004,40203080004,CUSTAS DE COBRANÇA JUDICIAL
2350,4.01.02.01.0009,40102010009,SERVIÇOS CARTORÁRIOS E REGISTROS
1393,4.02.03.08.0004,40203080004,CUSTAS DE COBRANÇA JUDICIAL
1393,4.01.02.01.0009,40102010009,SERVIÇOS CARTORÁRIOS E REGISTROS
1511,4.02.03.06.0008,40203060008,REFORMA DA AREA DA PISCINA E SALÃO DE FESTAS
1210,4.02.01.02.0009,40201020009,FLORICULTURA
1210,4.02.03.01.0069,40203010069,FLORICULTURA
2003,4.01.02.02.0016,40102020016,MATERIAIS DE ESCRITÓRIO
1585,4.01.02.02.0126,40102020126,MANUTENÇÃO DA QUADRA DE ESPORTES
2400,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
2400,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
1326,4.01.02.02.0139,40102020139,VISTORIA ANUAL DO PARA-RAIOS
1326,4.01.02.02.0113,40102020113,MANUTENÇÃO DO PARA-RAIOS
2899,4.01.02.03.0003,40102030003,HONORÁRIOS DE ASSESSORIA JURÍDICA
2899,4.02.03.08.0002,40203080002,REPASSE DE HONORÁRIOS DE COBRANÇA
2899,4.01.02.03.0008,40102030008,HONORÁRIOS ADVOCATÍCIOS
1241,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
1241,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
2904,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2904,4.02.03.07.0001,40203070001,13º SALÁRIOS
2904,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
2904,4.02.03.09.0001,40203090001,13º SALÁRIOS
2904,4.02.03.09.0003,40203090003,FÉRIAS
2886,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2886,4.02.03.07.0001,40203070001,13º SALÁRIOS
1306,4.02.03.01.0030,40203010030,DECORAÇÃO DE NATAL
0665,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0665,4.02.03.09.0001,40203090001,13º SALÁRIOS
0665,4.02.03.07.0001,40203070001,13º SALÁRIOS
0665,4.02.03.07.0003,40203070003,FÉRIAS
0665,4.01.01.01.0015,40101010015,AUXILIO ALIMENTAÇÃO REF. EMPREGADOS
2917,4.02.03.06.0103,40203060103,REFORMA DO HALL DOS BLOCOS - MÃO DE OBRA
2917,4.02.03.06.0106,40203060106,REFORMA DA QUADRA DE ESPORTES - MÃO DE OBRA
2917,4.02.03.06.0119,40203060119,MANUTENÇÕES NO SALÃO DE FESTAS
2917,4.01.02.02.0140,40102020140,MANUTENÇÕES NO SALÃO DE FESTAS
2370,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
1742,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1742,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
1324,4.02.01.02.0007,40201020007,AQUISIÇÃO DE PLACAS OU ADESIVOS DE SINALIZAÇÃO/INFORMATIVAS
1324,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1324,4.01.02.02.0117,40102020117,SACOS PARA LIXO
1324,4.02.01.02.0023,40201020023,AQUISIÇÃO DE CAIXA ORGANIZADORA
1296,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
1304,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
1304,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
2174,4.02.03.11.0022,40203110022,MANUTENÇÃO DOS EXTINTORES DE INCÊNDIO
2174,4.01.02.02.0031,40102020031,MANUTENÇÃO/RECARGA DOS EXTINTORES DE INCÊNDIO
2174,4.01.02.02.0018,40102020018,MANUTENÇÃO EXTINTORES E MANGUEIRAS DE INCÊNDIO
2174,4.02.01.02.0007,40201020007,AQUISIÇÃO DE PLACAS OU ADESIVOS DE SINALIZAÇÃO/INFORMATIVAS
2174,4.01.02.02.0032,40102020032,MANUTENÇÃO DAS MANGUEIRAS DE INCÊNDIO
3481,4.02.03.01.0001,40203010001,AQUISIÇÃO DE UTENSILIOS PARA O SALÃO DE FESTAS
1608,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1608,4.02.01.02.0039,40201020039,AQUISIÇÃO DE ESCADA
3181,4.01.02.02.0066,40102020066,MANUTENÇÃO DA CAIXA DÁGUA ELEVADA
3181,4.02.03.06.0130,40203060130,INSTALAÇÃO DO DRENO DE ÁGUA DOS APARELHOS DE AR CONDICIONADO
3181,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
3394,4.01.02.02.0169,40102020169,REFORMA DA AREA DE LAZER
0038,4.02.03.06.0006,40203060006,IMPLEMENTAÇÃO DA PORTARIA REMOTA
0038,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
0038,4.02.01.02.0007,40201020007,AQUISIÇÃO DE PLACAS OU ADESIVOS DE SINALIZAÇÃO/INFORMATIVAS
0038,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
0038,4.02.01.02.0037,40201020037,AQUISIÇÃO DE PROTETOR PARA LEITOR FACIAL
0203,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
3428,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
0870,4.01.01.01.0013,40101010013,SEGURO DE VIDA REF. EMPREGADOS
3475,4.02.01.02.0070,40201020070,AQUISIÇÃO DE COMPUTADOR PARA A GUARITA
2144,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2144,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
0790,4.01.02.02.0037,40102020037,MANUTENÇÃO DO FOGÃO DO SALÃO DE FESTAS
0790,4.02.03.01.0003,40203010003,MANUTENÇÃO DO FOGÃO DO SALÃO DE FESTAS
0790,4.01.02.02.0030,40102020030,REPARO DE VAZAMENTO DE GÁS
2881,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2372,4.01.02.01.0003,40102010003,GÁS
1318,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0759,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0836,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0836,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
0836,4.02.03.01.0024,40203010024,AQUISIÇÃO DE CARRINHO PARA TRANSPORTE DO LIXO
0836,4.02.03.11.0002,40203110002,MATERIAIS PARA REPAROS DO CORRIMÃO DOS BLOCOS
0836,4.02.03.10.0005,40203100005,MATERIAIS PARA MANUTENÇÃO DA PISCINA
0836,4.02.03.11.0008,40203110008,MATERIAIS DE LIMPEZA E HIGIENE
0836,4.02.01.02.0015,40201020015,AQUISIÇÃO DE CARRINHO PARA TRANSPORTE DO LIXO
0836,4.02.03.10.0008,40203100008,MATERIAL DE LIMPEZA E HIGIENE
0836,4.02.03.12.0003,40203120003,AQUISIÇÃO DE ESCADA PARA A PISCINA
0836,4.02.03.08.0024,40203080024,SUBSTITUIÇÃO DAS CAIXAS DO LIXO
0836,4.02.01.02.0049,40201020049,AQUISIÇÃO DE LIXEIRA
0798,4.01.02.02.0042,40102020042,REPOSIÇÃO DE UTENSILIOS DO SALÃO DE FESTAS
0798,4.02.03.01.0001,40203010001,AQUISIÇÃO DE UTENSILIOS PARA O SALÃO DE FESTAS
1600,4.02.03.08.0021,40203080021,DEDETIZAÇÃO E DESRATIZAÇÃO EM UNIDADES AUTÔNOMAS
1600,4.01.02.02.0014,40102020014,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
1600,4.01.02.02.0015,40102020015,LIMPEZA DE CAIXA D ÁGUA
1745,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
1745,4.02.03.06.0122,40203060122,REPAROS NOS MUROS DA AREA COMUM
2954,4.02.03.06.0115,40203060115,MANUTENÇÃO DOS APARELHOS DA ACADEMIA
2428,4.01.02.02.0025,40102020025,REPARO NA PRUMADA HIDRAULICA
1123,4.01.04.01.0002,40104010002,MANUTENÇÃO DOS PORTÕES E ALARME
1123,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
1123,4.02.03.08.0030,40203080030,REPARO DA CERCA ELÉTRICA
1123,4.01.02.02.0049,40102020049,MANUTENÇÃO DA CERCA ELÉTRICA/CONCERTINA
2185,4.01.01.01.0021,40101010021,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL
2346,4.02.01.03.0004,40201030004,REFORMA DA ALVENARIA E PINTURA DO CONDOMÍNIO - MATERIAIS
1442,4.02.03.01.0027,40203010027,MANUTENÇÃO DO FILTRO DA PISCINA
1442,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
1442,4.02.03.01.0032,40203010032,MATERIAIS PARA MANUTENÇÕES DIVERSAS
1442,4.02.03.01.0028,40203010028,MANUTENÇÃO DO BEBEDOURO DO SALÃO DE FESTAS
1126,4.01.02.02.0025,40102020025,REPARO NA PRUMADA HIDRAULICA
1809,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
1809,4.01.02.02.0079,40102020079,MANUTENÇÃO DE INTERFONES
2893,4.02.03.06.0104,40203060104,REFORMA DO HALL DOS BLOCOS - MATERIAIS
2893,4.02.03.06.0107,40203060107,REFORMA DA QUADRA DE ESPORTES - MATERIAL
2893,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2893,4.02.03.06.0127,40203060127,MANUTENÇÃO DA BOMBA/BOIA DA CAIXA DE ÁGUA
2893,4.01.02.02.0066,40102020066,MANUTENÇÃO DA CAIXA DÁGUA ELEVADA
0200,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
0200,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
1766,4.02.03.06.0085,40203060085,REFORMA DO JARDIM
1766,4.02.03.06.0120,40203060120,REFORMA DO MURO DA ÁREA DE LAZER
0682,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
2001,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0851,4.01.04.01.0010,40104010010,SERVIÇO DE RONDA PREVENTIVA
1376,4.02.03.06.0033,40203060033,MÃO DE OBRA DE PINTURA EXTERNA DOS BLOCOS
1376,4.02.03.06.0035,40203060035,IMPOSTOS SOBRE MÃO DE OBRA DE PINTURA EXTERNA DOS BLOCOS
1376,4.01.04.01.0018,40104010018,LAUDOS ANUAIS OBRIGATÓRIOS
2091,4.01.02.02.0150,40102020150,INSTALAÇÃO DE MANGUEIRA DE JARDIM
2091,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
2091,4.02.03.06.0045,40203060045,REPAROS/REFORMA DO PORTÃO DE VEÍCULOS
2091,4.02.03.06.0121,40203060121,IMPERMEABILIZAÇÃO DA LAJE DO TERRAÇO
2091,4.02.03.06.0134,40203060134,MANUTENÇÃO DAS ANTENAS COLETIVAS DO PRÉDIO
1357,4.02.03.06.0024,40203060024,AQUISIÇÃO DE AR CONDICIONADO PARA O SALÃO DE FESTAS
0823,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
0823,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0676,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0676,4.02.03.07.0001,40203070001,13º SALÁRIOS
0676,4.02.03.07.0003,40203070003,FÉRIAS
0019,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
1411,4.01.02.02.0107,40102020107,MANUTENÇÃO PREVENTIVA DAS PORTAS CORTA FOGO
1363,4.02.03.06.0027,40203060027,REFORMA DO DECK DA PISCINA - MÃO DE OBRA
0199,4.01.04.01.0004,40104010004,TRATAMENTO E LIMPEZA DA PISCINA
1193,4.02.01.03.0001,40201030001,INSTALAÇÃO DE CÂMERAS DE SEGURANÇA
1193,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
3460,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2116,4.02.03.01.0032,40203010032,MATERIAIS PARA MANUTENÇÕES DIVERSAS
2116,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2116,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2116,4.02.01.02.0026,40201020026,AQUISIÇÃO DE FERRAMENTAS DIVERSAS
2232,4.01.02.02.0065,40102020065,MANUTENÇÃO DO MOTOR/FILTRO DA PISCINA
2232,4.02.03.06.0088,40203060088,REPAROS DO MOTOR/FILTRO DA PISCINA
2184,4.02.03.01.0005,40203010005,AQUISIÇÃO DE GÁS PARA O SALÃO DE FESTAS
1705,4.02.03.06.0019,40203060019,REFORMA DA GARAGEM - MATERIAIS
3069,4.01.02.02.0143,40102020143,LIMPEZA DA AREA COMUM AOS DOMINGOS E FERIADOS
1652,4.01.04.01.0019,40104010019,SERVIÇO DE LIMPEZA
1652,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
0657,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
0265,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0265,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1743,4.01.02.02.0009,40102020009,MANUTENÇÃO HIDRÁULICA
2096,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
0782,4.01.02.02.0033,40102020033,MANUTENÇÃO DA REDE DE ESGOTO
0782,4.01.04.01.0007,40104010007,TRATAMENTO REDE DE ESGOTO
0782,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
0691,4.02.03.09.0003,40203090003,FÉRIAS
0691,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0691,4.02.03.09.0001,40203090001,13º SALÁRIOS
1801,4.01.02.01.0016,40102010016,CERTIFICADO DIGITAL
1358,4.02.03.07.0008,40203070008,REFORMA DA SAUNA - MATERIAIS
0789,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
0789,4.01.01.03.0002,40101030002,SERVIÇO DE PORTARIA PRESENCIAL - MENSAL
0685,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0685,4.02.03.09.0001,40203090001,13º SALÁRIOS
0685,4.02.03.09.0007,40203090007,RESCISÃO DE CONTRATO DE TRABALHO
2046,4.02.03.06.0071,40203060071,ASSESSORIA DE PREVENÇÃO DE INCÊNDIO
0039,4.01.02.01.0010,40102010010,ESGOTO SANEPAR
0039,4.01.02.01.0002,40102010002,ÁGUA E ESGOTO
0039,4.02.03.10.0001,40203100001,ÁGUA E ESGOTO
0039,4.02.03.06.0082,40203060082,CONSUMO DE ÁGUA EXCEDENTE DEVIDO PROBLEMAS NO POÇO ARTESIANO
0039,4.02.03.06.0087,40203060087,CONSUMO DE ÁGUA EXCEDENTE DEVIDO A VAZAMENTO
0848,4.01.04.01.0006,40104010006,TRATAMENTO DO POÇO ARTESIANO
1110,4.02.03.08.0004,40203080004,CUSTAS DE COBRANÇA JUDICIAL
3321,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2131,4.02.03.01.0064,40203010064,DESPESAS COM EVENTO DO DIA DAS CRIANÇAS
1338,4.02.03.06.0061,40203060061,REFORMA DO BANHEIRO DA ÁREA COMUM
1338,4.02.03.06.0045,40203060045,REPAROS/REFORMA DO PORTÃO DE VEÍCULOS
0761,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
0761,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
0761,4.01.01.03.0002,40101030002,SERVIÇO DE PORTARIA PRESENCIAL - MENSAL
3320,4.01.02.02.0044,40102020044,CÓPIAS E IMPRESSÕES
0842,4.01.01.01.0010,40101010010,LAUDOS DA MEDICINA DO TRABALHO REF. EMPREGADOS
0804,4.01.02.01.0004,40102010004,TELEFONE E INTERNET
0804,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
1415,4.01.02.02.0110,40102020110,MANUTENÇÃO DA MAQUINA DE LAVAR DE ALTA PRESSÃO
0668,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0668,4.02.03.09.0001,40203090001,13º SALÁRIOS
0668,4.02.03.09.0003,40203090003,FÉRIAS
3405,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
3405,4.01.01.01.0015,40101010015,AUXILIO ALIMENTAÇÃO REF. EMPREGADOS
3405,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
2119,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
0197,4.01.01.01.0009,40101010009,OUTRAS OBRIGAÇÕES SOCIAIS
0197,4.01.01.01.0012,40101010012,PLANO DE SAÚDE SECOVIMED REF. EMPREGADOS
0197,4.01.01.01.0010,40101010010,LAUDOS DA MEDICINA DO TRABALHO REF. EMPREGADOS
0671,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0671,4.02.03.09.0003,40203090003,FÉRIAS
0671,4.02.03.09.0001,40203090001,13º SALÁRIOS
3506,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
2449,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
2158,4.02.03.06.0072,40203060072,PINTURA DO PRÉDIO - MÃO DE OBRA
1114,4.01.04.01.0005,40104010005,MANUTENÇÃO DO JARDIM
1114,4.01.02.02.0083,40102020083,APLICAÇÃO DE VENENO NO JARDIM
1114,4.02.03.11.0009,40203110009,APLICAÇÃO DE VENENO NO JARDIM
1271,4.01.04.01.0005,40104010005,MANUTENÇÃO DO JARDIM
1271,4.02.03.11.0009,40203110009,APLICAÇÃO DE VENENO NO JARDIM
1271,4.02.03.10.0007,40203100007,PODA DE ARVORES E COQUEIROS
1271,4.01.02.02.0083,40102020083,APLICAÇÃO DE VENENO NO JARDIM
1271,4.01.02.02.0058,40102020058,PODA DE ÁRVORES/COQUEIROS
2092,4.02.03.06.0074,40203060074,REFORMA DA FACHADA DO CONDOMÍNIO - MÃO DE OBRA
1310,4.02.03.08.0009,40203080009,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
1310,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0869,4.02.02.03.0004,40202030004,RETIRADA DE ENTULHOS DA ÁREA DE LAZER
0869,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1161,4.01.04.01.0012,40104010012,LIMPEZA SEMESTRAL DAS CAIXAS DÁGUA
1161,4.01.04.01.0013,40104010013,LIMPEZA SEMESTRAL DAS CAIXAS DE GORDURA
1161,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
1161,4.02.03.11.0014,40203110014,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
1161,4.01.02.02.0159,40102020159,LIMPEZA DAS CAIXAS DE GORDURA
1161,4.01.04.01.0022,40104010022,DEDETIZAÇÃO/LIMPEZA CX DAGUA E CX DE GORDURA
1161,4.02.03.11.0032,40203110032,LIMPEZA SEMESTRAL DAS CAIXAS DÁGUA
1161,4.02.03.11.0031,40203110031,LIMPEZA SEMESTRAL DAS CAIXAS DE GORDURA
0784,4.01.01.01.0020,40101010020,CONTRIBUIÇÃO NEGOCIAL SINDEMCON (DESCONTADO DO SALÁRIO)
0196,4.01.01.02.0004,40101020004,CONTRIBUIÇÃO SINDICAL ASSISTENCIAL PATRONAL - SECOVI-PR
3149,4.02.03.06.0125,40203060125,REFORMA DO BANHEIRO E SALA DA ADMINISTRAÇÃO
3149,4.02.03.06.0121,40203060121,IMPERMEABILIZAÇÃO DA LAJE DO TERRAÇO
1282,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
2140,4.02.03.01.0058,40203010058,BALCÃO DE PIA PARA CHURRASQUEIRA
0689,4.02.03.07.0001,40203070001,13º SALÁRIOS
0689,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0689,4.02.03.07.0003,40203070003,FÉRIAS
0689,4.02.03.07.0005,40203070005,RESCISÃO DE CONTRATO DE TRABALHO
0689,4.02.03.01.0004,40203010004,LIMPEZA DO SALÃO DE FESTAS
1360,4.01.02.02.0100,40102020100,REMOÇÃO DE ABELHAS
1200,4.02.03.11.0007,40203110007,MATERIAIS ELÉTRICOS/LÂMPADAS
1200,4.02.03.10.0006,40203100006,MATERIAIS ELÉTRICOS/LÂMPADAS
1200,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1200,4.01.02.02.0092,40102020092,MANUTENÇÃO DA ILUMINAÇÃO DO CONDOMÍNIO
0677,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0677,4.02.03.07.0001,40203070001,13º SALÁRIOS
0677,4.02.03.07.0003,40203070003,FÉRIAS
0667,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0667,4.02.03.09.0003,40203090003,FÉRIAS
0667,4.02.03.09.0001,40203090001,13º SALÁRIOS
2473,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
1235,4.01.01.01.0013,40101010013,SEGURO DE VIDA REF. EMPREGADOS
0887,4.01.02.01.0003,40102010003,GÁS
0887,4.02.03.01.0007,40203010007,GÁS DOS ESPAÇOS
1450,4.01.02.02.0046,40102020046,MATERIAIS ALIMENTÍCIOS PARA EMPREGADOS
1450,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1450,4.01.02.02.0052,40102020052,INSETICIDA
1450,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1450,4.02.01.02.0001,40201020001,AQUISIÇÃO DE CADEADO
2497,4.02.01.02.0051,40201020051,AQUISIÇÃO DE CHUVEIRO
0785,4.01.02.02.0034,40102020034,MANUTENÇÃO DO POÇO ARTESIANO
0785,4.01.04.01.0006,40104010006,TRATAMENTO DO POÇO ARTESIANO
0785,4.01.02.02.0129,40102020129,INSTALAÇÃO DE DOSADORA NO POÇO ARTESIANO
0785,4.01.02.02.0077,40102020077,REGULARIZAÇÃO DO POÇO ARTESIANO
1447,4.02.03.01.0013,40203010013,MANUTENÇÃO DOS EQUIPAMENTOS DA ACADEMIA
1447,4.01.02.02.0041,40102020041,REPAROS NOS APARELHOS DA ACADEMIA
3438,4.01.02.02.0169,40102020169,REFORMA DA AREA DE LAZER
2154,4.02.03.06.0016,40203060016,PROJETO ARQUITETONICO PARA REFORMA DO JARDIM
2512,4.02.03.08.0027,40203080027,REPARO DE TELA DE PROTEÇÃO
1220,4.01.02.01.0004,40102010004,TELEFONE E INTERNET
0663,4.02.03.09.0001,40203090001,13º SALÁRIOS
